,solarSystemID,solarSystemName
2194,30002195,Simbeloud
2195,30002196,Ebidan
2196,30002197,Akhragan
2197,30002198,Mikhir
2198,30002199,Bashakru
2199,30002200,Sukirah
2200,30002201,Shuria
2201,30002202,Narai
2202,30002203,Ziona
2203,30002204,Gaha
2204,30002205,Armala
2205,30002206,Murema
2206,30002207,Cailanar
2207,30002208,Ilonarav
2208,30002209,Uchat
2209,30002210,Joppaya
2210,30002211,Pelkia
2211,30002212,Raren
2212,30002213,Mazitah
2213,30002214,Hiramu
2214,30002215,Sakhti
2215,30002216,Aldali
2216,30002217,Hutian
2217,30002218,Noli
2218,30002219,Nomash
2219,30002220,Aghesi
2220,30002221,Fabin
2221,30002222,Airshaz
2222,30002223,Patzcha
2223,30002224,Charra
2224,30002225,Harva
2225,30002226,Thebeka
2226,30002227,Rasile
2227,30002228,Nererut
2228,30002229,Sitanan
2229,30002230,Vashkah
2230,30002231,Ardishapur Prime
2231,30002232,Gid
2232,30002233,Dakba
2233,30002234,Nifshed
2234,30002235,Shumam
2235,30002236,Milal
2236,30002237,Sobenah
2237,30002238,Bourar
2238,30002239,Rammi
2239,30002240,Arodan
2240,30002241,Rimbah
2241,30002242,Mamenkhanar
2242,30002243,Seiradih
2243,30002244,Arera
2244,30002245,Hizhara
2245,30002246,Neziel
2246,30002247,Ahala
2247,30002248,Knophtikoo
2248,30002249,Ruchy
2249,30002250,Hai
2250,30002251,Sadye
2251,30002252,Bika
2252,30002253,Arshat
2253,30002254,Jerma
2254,30002255,Miyeli
2255,30002256,Reyi
2256,30002257,Moussou
2257,30002258,Nadohman
2258,30002259,Sahdil
2259,30002260,Esteban
2260,30002261,Luromooh
2261,30002262,Nalu
2262,30002263,Jarshitsan
2263,30002264,Hadonoo
2264,30002265,Azizora
2265,30002266,Ahmak
2266,30002267,Shabura
2267,30002268,Adia
2268,30002269,Ebo
2269,30002270,Avair
2270,30002271,Rayl
2271,30002272,Asoutar
2272,30002273,Porsharrah
2273,30002274,Tastela
2274,30002275,Clarelam
2275,30002276,Isamm
2276,30002277,Ebtesham
2277,30002278,Artoun
2278,30002279,Safizon
2279,30002280,Zatsyaki
2280,30002281,Eba
2281,30002282,Bhizheba
2282,30002283,2G-VDP
2283,30002284,9F-3CR
2284,30002285,J7M-3W
2285,30002286,KRPF-A
2286,30002287,9P-870
2287,30002288,QNXJ-M
2288,30002289,AID-9T
2289,30002290,PXE-RG
2290,30002291,5J-62N
2291,30002292,Z-DRIY
2292,30002293,8-MXHA
2293,30002294,LPVL-5
2294,30002295,D3S-EA
2295,30002296,KGT3-6
2296,30002297,4LJ6-Q
2297,30002298,SAH-AD
2298,30002299,MF-PGF
2299,30002300,L-ZJLN
2300,30002301,G-QTSD
2301,30002302,3G-LFX
2302,30002303,NK-VTL
2303,30002304,D-CR6W
2304,30002305,BY-7PY
2305,30002306,GN-TNT
2306,30002307,QKCU-4
2307,30002308,0M-24X
2308,30002309,N06Z-Q
2309,30002310,YX-0KH
2310,30002311,KMH-J1
2311,30002312,CYB-BZ
2312,30002313,5U-3PW
2313,30002314,89JS-J
2314,30002315,C9R-NO
2315,30002316,FKR-SR
2316,30002317,1ACJ-6
2317,30002318,BNX-AS
2318,30002319,XB-9U2
2319,30002320,F9-FUV
2320,30002321,FB-MPY
2321,30002322,RO-0PZ
2322,30002323,JTA2-2
2323,30002324,R-6KYM
2324,30002325,3H58-R
2325,30002326,RV-GA8
2326,30002327,TP-RTO
2327,30002328,GTY-FW
2328,30002329,1H5-3W
2329,30002330,QZV-X3
2330,30002331,IS-OBW
2331,30002332,1GH-48
2332,30002333,IRD-HU
2333,30002334,B-2VXB
2334,30002335,FIZU-X
2335,30002336,JAWX-R
2336,30002337,Z0G-XG
2337,30002338,ALC-JM
2338,30002339,9QS5-C
2339,30002340,NWX-LI
2340,30002341,N-SFZK
2341,30002342,2B-UUQ
2342,30002343,I64-XB
2343,30002344,4-QDIX
2344,30002345,FGJP-J
2345,30002346,89-JPE
2346,30002347,D-IZT9
2347,30002348,WU9-ZR
2348,30002349,E8-432
2349,30002350,43-1TL
2350,30002351,O-LJOO
2351,30002352,ZS-PNI
2352,30002353,TZ-74M
2353,30002354,8KE-YS
2354,30002355,LXQ2-T
2355,30002356,HV-EAP
2356,30002357,3IK-7O
2357,30002358,O-EUHA
2358,30002359,MO-I1W
2359,30002360,ZZ5X-M
2360,30002361,UAV-1E
2361,30002362,CL-IRS
2362,30002363,QBZO-R
2363,30002364,QHJR-E
2364,30002365,1PF-BC
2365,30002366,D-OJEZ
2366,30002367,C-V6DQ
2367,30002368,Z-FET0
2368,30002369,EX-GBT
2369,30002370,PX-IHN
2370,30002371,WPV-JN
2371,30002372,IL-H0A
2372,30002373,CT8K-0
2373,30002374,M9-LAN
2374,30002375,C-4D0W
2375,30002376,L4X-1V
2376,30002377,M-V0PQ
2377,30002378,DYPL-6
2378,30002379,V-OL61
2379,30002380,RK-Q51
2380,30002381,F69O-M
2381,30002382,T-IDGH
2382,30002383,Aeddin
2383,30002384,Gulfonodi
2384,30002385,Teonusude
2385,30002386,Gelfiven
2386,30002387,Bosena
2387,30002388,Oddelulf
2388,30002389,Atlar
2389,30002390,Heild
2390,30002391,Hrokkur
2391,30002392,Hrober
2392,30002393,Aedald
2393,30002394,Muttokon
2394,30002395,Audesder
2395,30002396,Illamur
2396,30002397,Horaka
2397,30002398,Eldulf
2398,30002399,Orien
2399,30002400,Varigne
2400,30002401,Meildolf
2401,30002402,Istodard
2402,30002403,Gonheim
2403,30002404,Half
2404,30002405,Sakulda
2405,30002406,Hedaleolfarber
2406,30002407,Altbrard
2407,30002408,Fegomenko
2408,30002409,Osvetur
2409,30002410,Mimiror
2410,30002411,Skarkon
2411,30002412,Ennur
2412,30002413,Unertek
2413,30002414,Klingt
2414,30002415,Weld
2415,30002416,Kattegaud
2416,30002417,Kadlina
2417,30002418,Hegfunden
2418,30002419,Aeditide
2419,30002420,Egbinger
2420,30002421,MR4-MY
2421,30002422,SR-KBB
2422,30002423,FDZ4-A
2423,30002424,2E-ZR5
2424,30002425,O1-FTD
2425,30002426,Roua
2426,30002427,OEY-OR
2427,30002428,M-MD31
2428,30002429,WH-2EZ
2429,30002430,D0-F4W
2430,30002431,QKTR-L
2431,30002432,YN3-E3
2432,30002433,NBPH-N
2433,30002434,L-HV5C
2434,30002435,L4X-FH
2435,30002436,B6-52M
2436,30002437,V-MZW0
2437,30002438,BND-16
2438,30002439,IOO-7O
2439,30002440,BWF-ZZ
2440,30002441,4-CUM5
2441,30002442,8MG-J6
2442,30002443,RLSI-V
2443,30002444,39-DGG
2444,30002445,SV-K8J
2445,30002446,6RQ9-A
2446,30002447,K42-IE
2447,30002448,VSJ-PP
2448,30002449,3USX-F
2449,30002450,9-KWXC
2450,30002451,NQ-9IH
2451,30002452,KR-V6G
2452,30002453,AP9-LV
2453,30002454,0-GZX9
2454,30002455,2H-TSE
2455,30002456,4NGK-F
2456,30002457,O-VWPB
2457,30002458,LX-ZOJ
2458,30002459,6L78-1
2459,30002460,04-LQM
2460,30002461,4VY-Y1
2461,30002462,LU-HQS
2462,30002463,U-L4KS
2463,30002464,K25-XD
2464,30002465,6YC-TU
2465,30002466,Y8R-XZ
2466,30002467,P-E9GN
2467,30002468,HJO-84
2468,30002469,4D9-66
2469,30002470,L-TOFR
2470,30002471,Q-TBHW
2471,30002472,9P4O-F
2472,30002473,UBX-CC
2473,30002474,TJM-JJ
2474,30002475,EOA-ZC
2475,30002476,G-73MR
2476,30002477,E-91FV
2477,30002478,AD-5B8
2478,30002479,QP0K-B
2479,30002480,54-MF6
2480,30002481,D-I9HJ
2481,30002482,P-6I0B
2482,30002483,CFYY-J
2483,30002484,8-KZXQ
2484,30002485,HKYW-T
2485,30002486,3SFU-S
2486,30002487,VJ-NQP
2487,30002488,U6D-9A
2488,30002489,Atioth
2489,30002490,PYY3-5
2490,30002491,RFGW-V
2491,30002492,N-HK93
2492,30002493,LR-2XT
2493,30002494,TZL-WT
2494,30002495,4K0N-J
2495,30002496,B-F1MI
2496,30002497,W-3BSU
2497,30002498,BE-UUN
2498,30002499,O2O-2X
2499,30002500,JE1-36
2500,30002501,5F-YRA
2501,30002502,TDE4-H
2502,30002503,UER-TH
2503,30002504,UG-UWZ
2504,30002505,Hulm
2505,30002506,Osoggur
2506,30002507,Abudban
2507,30002508,Trytedald
2508,30002509,Odatrik
2509,30002510,Rens
2510,30002511,Ameinaka
2511,30002512,Alakgur
2512,30002513,Dammalin
2513,30002514,Bosboger
2514,30002515,Olfeim
2515,30002516,Lulm
2516,30002517,Gulmorogod
2517,30002518,Edmalbrurdus
2518,30002519,Kronsur
2519,30002520,Dumkirinur
2520,30002521,Sist
2521,30002522,Obrolber
2522,30002523,Austraka
2523,30002524,Ivar
2524,30002525,Meirakulf
2525,30002526,Frarn
2526,30002527,Illinfrik
2527,30002528,Balginia
2528,30002529,Gyng
2529,30002530,Avesber
2530,30002531,Gerek
2531,30002532,Tongofur
2532,30002533,Gerbold
2533,30002534,Rokofur
2534,30002535,Ebasgerdur
2535,30002536,Ebodold
2536,30002537,Amamake
2537,30002538,Vard
2538,30002539,Siseide
2539,30002540,Lantorn
2540,30002541,Dal
2541,30002542,Auga
2542,30002543,Eystur
2543,30002544,Pator
2544,30002545,Lustrevik
2545,30002546,Isendeldik
2546,30002547,Ammold
2547,30002548,Emolgranlan
2548,30002549,Offugen
2549,30002550,Roniko
2550,30002551,Aralgrund
2551,30002552,Eddar
2552,30002553,Bogelek
2553,30002554,Wiskeber
2554,30002555,Eifer
2555,30002556,Gusandall
2556,30002557,Atgur
2557,30002558,Endrulf
2558,30002559,Ingunn
2559,30002560,Gultratren
2560,30002561,Auren
2561,30002562,Trer
2562,30002563,Egmur
2563,30002564,Javrendei
2564,30002565,Appen
2565,30002566,Klir
2566,30002567,Jorus
2567,30002568,Onga
2568,30002569,Osaumuni
2569,30002570,Magiko
2570,30002571,Oremmulf
2571,30002572,Hurjafren
2572,30002573,Vullat
2573,30002574,Hrondedir
2574,30002575,Sotrenzur
2575,30002576,Hrondmund
2576,30002577,Bundindus
2577,30002578,Otraren
2578,30002579,Hedgiviter
2579,30002580,Katugumur
2580,30002581,1-7KWU
2581,30002582,3-UCBF
2582,30002583,N-CREL
2583,30002584,TM-0P2
2584,30002585,4OIV-X
2585,30002586,Y-JKJ8
2586,30002587,AFJ-NB
2587,30002588,H-64KI
2588,30002589,9I-SRF
2589,30002590,9-IIBL
2590,30002591,5GQ-S9
2591,30002592,YALR-F
2592,30002593,68FT-6
2593,30002594,IV-UNR
2594,30002595,IRE-98
2595,30002596,HOHF-B
2596,30002597,Y-6B0E
2597,30002598,F-3H2P
2598,30002599,DY-40Z
2599,30002600,XWY-YM
2600,30002601,M-9V5D
2601,30002602,O2-39S
2602,30002603,M-VEJZ
2603,30002604,LJK-T0
2604,30002605,E7VE-V
2605,30002606,NUG-OF
2606,30002607,L6BY-P
2607,30002608,U3SQ-X
2608,30002609,01TG-J
2609,30002610,UK-SHL
2610,30002611,A1BK-A
2611,30002612,N-7ECY
2612,30002613,4-MPSJ
2613,30002614,TWJ-AW
2614,30002615,PZMA-E
2615,30002616,442-CS
2616,30002617,Z-N9IP
2617,30002618,9ZFH-Z
2618,30002619,6E-MOW
2619,30002620,GBT4-J
2620,30002621,GZ1-A1
2621,30002622,X-0CKQ
2622,30002623,6B-GKA
2623,30002624,LHGA-W
2624,30002625,4RS-L1
2625,30002626,D-L4H0
2626,30002627,GU-9F4
2627,30002628,FG-1GH
2628,30002629,WFYM-0
2629,30002630,FR-B1H
2630,30002631,DDI-B7
2631,30002632,Pettinck
2632,30002633,Du Annes
2633,30002634,Balle
2634,30002635,Decon
2635,30002636,Grinacanne
2636,30002637,Metserel
2637,30002638,Sharuveil
2638,30002639,Adreland
2639,30002640,Erme
2640,30002641,Aufay
2641,30002642,Iyen-Oursta
2642,30002643,Faurent
2643,30002644,Ambeke
2644,30002645,Carrou
2645,30002646,Direrie
2646,30002647,Ignoitton
2647,30002648,Ardene
2648,30002649,Boillair
2649,30002650,Ney
2650,30002651,Fasse
2651,30002652,Ala
2652,30002653,Gratesier
2653,30002654,Schoorasana
2654,30002655,Vylade
2655,30002656,Auvergne
2656,30002657,Aunia
2657,30002658,Agrallarier
2658,30002659,Dodixie
2659,30002660,Eglennaert
2660,30002661,Botane
2661,30002662,Pulin
2662,30002663,Foves
2663,30002664,Alles
2664,30002665,Misneden
2665,30002666,Basgerin
2666,30002667,Chelien
2667,30002668,Trosquesere
2668,30002669,Ansone
2669,30002670,Dunraelare
2670,30002671,Nausschie
2671,30002672,Inghenges
2672,30002673,Estene
2673,30002674,Gallareue
2674,30002675,Stayme
2675,30002676,Parchanier
2676,30002677,Fluekele
2677,30002678,Alsottobier
2678,30002679,Jolia
2679,30002680,Augnais
2680,30002681,Deltole
2681,30002682,Colelie
2682,30002683,Barmalie
2683,30002684,Audaerne
2684,30002685,Dodenvale
2685,30002686,Olettiers
2686,30002687,Artisine
2687,30002688,Chainelant
2688,30002689,Sileperer
2689,30002690,Bamiette
2690,30002691,Crielere
2691,30002692,Jel
2692,30002693,Egghelende
2693,30002694,Odette
2694,30002695,Ation
2695,30002696,Stegette
2696,30002697,Ravarin
2697,30002698,Aliette
2698,30002699,Brapelille
2699,30002700,Bawilan
2700,30002701,Atier
2701,30002702,Archee
2702,30002703,Brybier
2703,30002704,Adrallezoen
2704,30002705,Croleur
2705,30002706,Doussivitte
2706,30002707,Unel
2707,30002708,Claysson
2708,30002709,Auberulle
2709,30002710,Adiere
2710,30002711,Stetille
2711,30002712,Alillere
2712,30002713,Abenync
2713,30002714,Pozirblant
2714,30002715,Bourynes
2715,30002716,Aurcel
2716,30002717,Aymaerne
2717,30002718,Rancer
2718,30002719,Miroitem
2719,30002720,Thelan
2720,30002721,Rorsins
2721,30002722,Lamadent
2722,30002723,Otou
2723,30002724,Assiettes
2724,30002725,Goinard
2725,30002726,Raeghoscon
2726,30002727,Allipes
2727,30002728,Lermireve
2728,30002729,Aetree
2729,30002730,Esmes
2730,30002731,Vittenyn
2731,30002732,Mirilene
2732,30002733,Pucherie
2733,30002734,Fricoure
2734,30002735,Caretyn
2735,30002736,Ainaille
2736,30002737,Konola
2737,30002738,Inoue
2738,30002739,Isaziwa
2739,30002740,Eitu
2740,30002741,Horkkisen
2741,30002742,Erila
2742,30002743,Ohvosamon
2743,30002744,Auviken
2744,30002745,Saikanen
2745,30002746,Oijamon
2746,30002747,Kakki
2747,30002748,Jeras
2748,30002749,Kausaaja
2749,30002750,Oiniken
2750,30002751,Kaimon
2751,30002752,Ahynada
2752,30002753,Aikoro
2753,30002754,Alikara
2754,30002755,Usi
2755,30002756,Ishomilken
2756,30002757,Nikkishina
2757,30002758,Hasama
2758,30002759,Uuna
2759,30002760,Manjonakko
2760,30002761,Kassigainen
2761,30002762,Yashunen
2762,30002763,Tennen
2763,30002764,Hatakani
2764,30002765,Sivala
2765,30002766,Iivinen
2766,30002767,Kubinen
2767,30002768,Uedama
2768,30002769,Enderailen
2769,30002770,Tunudan
2770,30002771,Kulelen
2771,30002772,Rairomon
2772,30002773,Hogimo
2773,30002774,Huttaken
2774,30002775,Paara
2775,30002776,Annaro
2776,30002777,Isutaka
2777,30002778,Tasabeshi
2778,30002779,Ono
2779,30002780,Muvolailen
2780,30002781,Halaima
2781,30002782,Kamio
2782,30002783,Sankkasen
2783,30002784,Tintoh
2784,30002785,Santola
2785,30002786,Ikao
2786,30002787,Waira
2787,30002788,Inaro
2788,30002789,Kaaputenen
2789,30002790,Waskisen
2790,30002791,Sirppala
2791,30002792,Irjunen
2792,30002793,Inari
2793,30002794,Yria
2794,30002795,Oshaima
2795,30002796,Hysera
2796,30002797,Kaunokka
2797,30002798,Venilen
2798,30002799,Oisio
2799,30002800,Haatomo
2800,30002801,Suroken
2801,30002802,Kusomonmon
2802,30002803,Juunigaishi
2803,30002804,Isikesu
2804,30002805,Anttiri
2805,30002806,Hasmijaala
2806,30002807,Nagamanen
2807,30002808,Oto
2808,30002809,Sujarento
2809,30002810,Eranakko
2810,30002811,Onatoh
2811,30002812,Tannolen
2812,30002813,Tama
2813,30002814,Uotila
2814,30002815,Isenairos
2815,30002816,Saila
2816,30002817,Aramachi
2817,30002818,Oichiya
2818,30002819,Motsu
2819,30002820,N-JK02
2820,30002821,JT2I-7
2821,30002822,XTJ-5Q
2822,30002823,1-KCSA
2823,30002824,UJXC-B
2824,30002825,UDVW-O
2825,30002826,F48K-D
2826,30002827,FBH-JN
2827,30002828,BVRQ-O
2828,30002829,QX-4HO
2829,30002830,LS3-HP
2830,30002831,SH6X-F
2831,30002832,6V-D0E
2832,30002833,SG-3HY
2833,30002834,AU2V-J
2834,30002835,SY-0AM
2835,30002836,A-YB15
2836,30002837,QZX-L9
2837,30002838,D-6PKO
2838,30002839,RAI-0E
2839,30002840,MN9P-A
2840,30002841,TA9T-P
2841,30002842,L-TLFU
2842,30002843,BM-VYZ
2843,30002844,Q-GICU
2844,30002845,EPCD-D
2845,30002846,0S1-GI
2846,30002847,L-GY1B
2847,30002848,74-DRC
2848,30002849,LE-67X
2849,30002850,B1UE-J
2850,30002851,O31W-6
2851,30002852,M3-H2Y
2852,30002853,G-KCFT
2853,30002854,WNM-V0
2854,30002855,6FS-CZ
2855,30002856,HPV-RJ
2856,30002857,H7S-5I
2857,30002858,C3J0-O
2858,30002859,GSO-SR
2859,30002860,B3ZU-H
2860,30002861,G4-QU6
2861,30002862,V2-GZS
2862,30002863,HD-HOZ
2863,30002864,42G-OB
2864,30002865,LEM-I1
2865,30002866,1S-SU1
2866,30002867,ND-GL4
2867,30002868,9-0QB7
2868,30002869,M-75WN
2869,30002870,PNFW-O
2870,30002871,HVGR-R
2871,30002872,K76A-3
2872,30002873,K95-9I
2873,30002874,R1O-GN
2874,30002875,GQ-7SP
2875,30002876,BGMZ-0
2876,30002877,I2D3-5
2877,30002878,FZX-PU
2878,30002879,O9K-FT
2879,30002880,RQOO-U
2880,30002881,FB5U-I
2881,30002882,BZ-BCK
2882,30002883,5-VFC6
2883,30002884,O5-YNW
2884,30002885,86L-9F
2885,30002886,IUU3-L
2886,30002887,J-OAH2
2887,30002888,S-LHPJ
2888,30002889,4U90-Z
2889,30002890,T-945F
2890,30002891,FO8M-2
2891,30002892,AD-CBT
2892,30002893,QPO-WI
2893,30002894,R8S-1K
2894,30002895,94-H3F
2895,30002896,CU9-T0
2896,30002897,XCF-8N
2897,30002898,FMB-JP
2898,30002899,0P-F3K
2899,30002900,K5F-Z2
2900,30002901,TXME-A
2901,30002902,YA0-XJ
2902,30002903,2-KF56
2903,30002904,VFK-IV
2904,30002905,2R-CRW
2905,30002906,CCP-US
2906,30002907,II-5O9
2907,30002908,I30-3A
2908,30002909,2O9G-D
2909,30002910,NC-N3F
2910,30002911,JU-OWQ
2911,30002912,S-DN5M
2912,30002913,MXX5-9
2913,30002914,ZZZR-5
2914,30002915,C7Y-7Z
2915,30002916,X-Z4DA
2916,30002917,3OAT-Q
2917,30002918,N-TFXK
2918,30002919,33RB-O
2919,30002920,DKUK-G
2920,30002921,3QE-9Q
2921,30002922,E-FIC0
2922,30002923,ZOYW-O
2923,30002924,85-B52
2924,30002925,YZ-UKA
2925,30002926,RO0-AF
2926,30002927,5W3-DG
2927,30002928,LT-DRO
2928,30002929,7T6P-C
2929,30002930,8S28-3
2930,30002931,E3UY-6
2931,30002932,LEK-N5
2932,30002933,AGG-NR
2933,30002934,0V0R-R
2934,30002935,O-2RNZ
2935,30002936,OWXT-5
2936,30002937,3JN9-Q
2937,30002938,3T7-M8
2938,30002939,WUZ-WM
2939,30002940,MZ1E-P
2940,30002941,43B-O1
2941,30002942,J1AU-9
2942,30002943,X3-PBC
2943,30002944,4N-BUI
2944,30002945,N2IS-B
2945,30002946,XCBK-X
2946,30002947,GY5-26
2947,30002948,VPLL-N
2948,30002949,9CK-KZ
2949,30002950,5S-KXA
2950,30002951,U-TJ7Y
2951,30002952,A4L-A2
2952,30002953,CZDJ-1
2953,30002954,RG9-7U
2954,30002955,UJY-HE
2955,30002956,UEJX-G
2956,30002957,Tzvi
2957,30002958,Raa
2958,30002959,Sifilar
2959,30002960,Arzad
2960,30002961,Oyeman
2961,30002962,Ezzara
2962,30002963,Odin
2963,30002964,Esescama
2964,30002965,Choonka
2965,30002966,Thasinaz
2966,30002967,Dihra
2967,30002968,Dital
2968,30002969,Eredan
2969,30002970,Ohide
2970,30002971,Sasoutikh
2971,30002972,Gheth
2972,30002973,Lisudeh
2973,30002974,Mehatoor
2974,30002975,Roushzar
2975,30002976,Labapi
2976,30002977,Arayar
2977,30002978,Asghed
2978,30002979,Tararan
2979,30002980,Sosan
2980,30002981,Halmah
2981,30002982,Rahadalon
2982,30002983,Soosat
2983,30002984,Ibash
2984,30002985,Itsyamil
2985,30002986,Mendori
2986,30002987,Ussad
2987,30002988,Nakatre
2988,30002989,Laddiaha
2989,30002990,Hakshma
2990,30002991,Uadelah
2991,30002992,Akes
2992,30002993,Riavayed
2993,30002994,Hati
2994,30002995,Naeel
2995,30002996,Lower Debyl
2996,30002997,Ehnoum
2997,30002998,Upper Debyl
2998,30002999,Shastal
2999,30003000,Thakala
3000,30003001,Mili
3001,30003002,Faktun
3002,30003003,Halenan
3003,30003004,Ulerah
3004,30003005,Uktiad
3005,30003006,Nidebora
3006,30003007,Arveyil
3007,30003008,Palpis
3008,30003009,Arnatele
3009,30003010,Halle
3010,30003011,Mormoen
3011,30003012,Amattens
3012,30003013,Jurlesel
3013,30003014,Bereye
3014,30003015,Aice
3015,30003016,Junsoraert
3016,30003017,Harerget
3017,30003018,Azer
3018,30003019,Cherore
3019,30003020,Torvi
3020,30003021,Mosson
3021,30003022,Mya
3022,30003023,Gerper
3023,30003024,Marosier
3024,30003025,Lirsautton
3025,30003026,Blameston
3026,30003027,Vaurent
3027,30003028,Aclan
3028,30003029,Jaschercis
3029,30003030,Ardallabier
3030,30003031,Athinard
3031,30003032,Meves
3032,30003033,Ethernity
3033,30003034,Mattere
3034,30003035,Gicodel
3035,30003036,Frarolle
3036,30003037,Quier
3037,30003038,Atlanins
3038,30003039,Leremblompes
3039,30003040,Bille
3040,30003041,Colcer
3041,30003042,Alachene
3042,30003043,Uphene
3043,30003044,Elarel
3044,30003045,Enedore
3045,30003046,Angymonne
3046,30003047,Averon
3047,30003048,Carirgnottin
3048,30003049,Laic
3049,30003050,Odixie
3050,30003051,Antollare
3051,30003052,Tolle
3052,30003053,Avele
3053,30003054,Scuelazyns
3054,30003055,Aydoteaux
3055,30003056,Muer
3056,30003057,Groothese
3057,30003058,Olide
3058,30003059,Adeel
3059,30003060,Mannar
3060,30003061,Mormelot
3061,30003062,Angatalie
3062,30003063,Lamaa
3063,30003064,Tuomuta
3064,30003065,Otelen
3065,30003066,Kuomi
3066,30003067,Huola
3067,30003068,Kourmonen
3068,30003069,Kamela
3069,30003070,Sosala
3070,30003071,Anka
3071,30003072,Iesa
3072,30003073,Netsalakka
3073,30003074,Sasiekko
3074,30003075,Myyhera
3075,30003076,Gammel
3076,30003077,Uusanen
3077,30003078,Erkinen
3078,30003079,Saikamon
3079,30003080,Jarkkolen
3080,30003081,Ronne
3081,30003082,Hatori
3082,30003083,Junsen
3083,30003084,Malpara
3084,30003085,Hakodan
3085,30003086,Sahtogas
3086,30003087,Haras
3087,30003088,Oyonata
3088,30003089,Kurniainen
3089,30003090,Saidusairos
3090,30003091,Tannakan
3091,30003092,Komaa
3092,30003093,Ayeroilen
3093,30003094,Imata
3094,30003095,Furskeshin
3095,30003096,Kurmaru
3096,30003097,Satalama
3097,30003098,VYJ-DA
3098,30003099,HHQ-M1
3099,30003100,A-CJGE
3100,30003101,G2-INZ
3101,30003102,WAC-HW
3102,30003103,HT4K-M
3103,30003104,RBW-8G
3104,30003105,4-OUKF
3105,30003106,HAJ-DQ
3106,30003107,JAUD-V
3107,30003108,DTX8-M
3108,30003109,C9N-CC
3109,30003110,X-7BIX
3110,30003111,5-9UXZ
3111,30003112,Q0OH-V
3112,30003113,C-VZAK
3113,30003114,0-O6XF
3114,30003115,D-FVI7
3115,30003116,VL7-60
3116,30003117,NH-R5B
3117,30003118,FN-GFQ
3118,30003119,XKZ8-H
3119,30003120,WX-6UX
3120,30003121,BZ-0GW
3121,30003122,16P-PX
3122,30003123,CR-0E5
3123,30003124,Z-Y9C3
3124,30003125,A1-AUH
3125,30003126,F-UVBV
3126,30003127,R-FM0G
3127,30003128,TEIZ-C
3128,30003129,VUAC-Y
3129,30003130,V-XANH
3130,30003131,450I-W
3131,30003132,OIOM-Y
3132,30003133,G-YZUX
3133,30003134,CZ6U-1
3134,30003135,D-PNP9
3135,30003136,E1UU-3
3136,30003137,P-3XVV
3137,30003138,BY-MSY
3138,30003139,6EK-BV
3139,30003140,IR-FDV
3140,30003141,NIZJ-0
3141,30003142,J-RVGD
3142,30003143,V1ZC-S
3143,30003144,H-T40Z
3144,30003145,6-TYRX
3145,30003146,Q1-R7K
3146,30003147,111-F1
3147,30003148,JD-TYH
3148,30003149,02V-BK
3149,30003150,A5MT-B
3150,30003151,R-ARKN
3151,30003152,SN9S-N
3152,30003153,MS2-V8
3153,30003154,Z-MO29
3154,30003155,G-JC9R
3155,30003156,DIBH-Q
3156,30003157,DNEP-Y
3157,30003158,YAP-TN
3158,30003159,PE-H02
3159,30003160,H-YHYM
3160,30003161,G-4H4C
3161,30003162,HHE5-L
3162,30003163,P9F-ZG
3163,30003164,QFGB-E
3164,30003165,7P-J38
3165,30003166,WT-2J9
3166,30003167,PK-PHZ
3167,30003168,L-M6JK
3168,30003169,C-PEWN
3169,30003170,DL-CDY
3170,30003171,29YH-V
3171,30003172,LG-RO2
3172,30003173,X-HISR
3173,30003174,QS-530
3174,30003175,VR-YRV
3175,30003176,IPX-H5
3176,30003177,KSM-1T
3177,30003178,YRV-MZ
3178,30003179,6SB-BN
3179,30003180,B1D-KU
3180,30003181,QFIU-K
3181,30003182,2R-KLH
3182,30003183,QB-AE6
3183,30003184,G-W1ND
3184,30003185,MZLW-9
3185,30003186,ND-X7X
3186,30003187,DGDT-3
3187,30003188,2-WNTD
3188,30003189,83-YGI
3189,30003190,KH-EWC
3190,30003191,3VL6-I
3191,30003192,F-816R
3192,30003193,DS3-6A
3193,30003194,V0-H4L
3194,30003195,T-HMWP
3195,30003196,DYS-CG
3196,30003197,MTGF-2
3197,30003198,0-QP56
3198,30003199,GTQ-C9
3199,30003200,M-NWLB
3200,30003201,ORB4-J
3201,30003202,GGMF-J
3202,30003203,IG-4OF
3203,30003204,LQQH-J
3204,30003205,W5-VBR
3205,30003206,J-D5U7
3206,30003207,Y-770C
3207,30003208,X-Z4JW
3208,30003209,R8WV-7
3209,30003210,6U-MFQ
3210,30003211,1EO-OE
3211,30003212,YQTK-R
3212,30003213,FZCR-3
3213,30003214,5-9L3H
3214,30003215,1-HDQ4
3215,30003216,WVMS-X
3216,30003217,7-UVMT
3217,30003218,R-ZESX
3218,30003219,IO-R2S
3219,30003220,HF-K3O
3220,30003221,QE2-FS
3221,30003222,Q-ITV5
3222,30003223,5JEZ-I
3223,30003224,XEF6-Z
3224,30003225,SON-TW
3225,30003226,V-X0KM
3226,30003227,U9SE-N
3227,30003228,XXZ-3W
3228,30003229,RF-X7V
3229,30003230,BQ0-UU
3230,30003231,3-JG3X
3231,30003232,GK3-RX
3232,30003233,1P-QWR
3233,30003234,FJ-GUR
3234,30003235,UGR-J2
3235,30003236,QZ-DIZ
3236,30003237,Y-0HVF
3237,30003238,21M1-B
3238,30003239,KED-2O
3239,30003240,U-RELP
3240,30003241,IAMJ-Q
3241,30003242,E6Q-LE
3242,30003243,HO4E-Q
